Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","467","Akola","4292","Akot","169037","Wadali Sat.","529726","Kolwihir",126,67,59,32,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"No",">12 hrs",false,false,"No","<50% habitation covered","No",24,false,10,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","467","Akola","4295","Murtijapur","169244","Muramba","530311","Turkhed",382,237,145,101,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"No",">12 hrs",false,false,"No","100% habitations covered","No",70,false,65,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",true
"2020","27","Maharashtra","467","Akola","4295","Murtijapur","169254","Ramtek","530244","Chinchkhed",204,118,86,45,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","4-8 Hrs",false,false,"No","<50% habitation covered","Mobile",5,false,10,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","467","Akola","4295","Murtijapur","169254","Ramtek","530276","Sultanpur",25,13,12,5,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","only one habitation is covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",true
"2020","27","Maharashtra","467","Akola","4295","Murtijapur","169230","Kinkhed","530313","Kamatha",365,190,175,95,false,">10 kms",false,"No",false,true,"Fully covered","Auto",true,"No",">12 hrs",false,false,"No","Not Covered","No",0,false,10,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","No",true
"2020","27","Maharashtra","467","Akola","4295","Murtijapur","169230","Kinkhed","530323","Kinkhed",914,464,450,214,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No",">12 hrs",false,false,"No","Not Covered","No",10,false,50,true,true,"Not Available",true,true,true,true,false,false,"No",false,"Sub Centre","Not applicable",false,">10 kms","No",false
"2020","27","Maharashtra","467","Akola","4295","Murtijapur","169230","Kinkhed","530326","Pimpal Shenda",429,234,195,95,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","4-8 Hrs",false,false,"No","Not Covered","No",0,false,50,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4629","Ralegaon","194530","Parsoda","543665","Pardi",48,28,20,12,false,">10 kms",false,"No",false,false,"Fully covered","Auto",false,"No",">12 hrs",true,false,"No","only one habitation is covered","Mobile",4,false,2,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4629","Ralegaon","194530","Parsoda","543666","Hirapur",48,22,26,10,false,">10 kms",false,"No",false,false,"Fully covered","Auto",false,"No",">12 hrs",true,false,"No","Not Covered","Mobile",1,false,2,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4629","Ralegaon","194530","Parsoda","543668","Pardi",48,28,20,12,false,"5-10 kms",false,"No",false,true,"Fully covered","No",false,"No",">12 hrs",false,false,"No","Not Covered","Mobile",7,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4629","Ralegaon","194530","Parsoda","543669","Mudhapur",311,161,150,88,false,"5-10 kms",false,"No",false,true,"Fully covered","Van",false,"No",">12 hrs",false,false,"No","Not Covered","Mobile",50,false,2,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4632","Yavatmal","194804","Kolambi","542438","Rahulghari",1,1,0,1,false,">10 kms",false,"No",false,true,"Partially covered","No",false,"No",">12 hrs",true,false,"No","only one habitation is covered","Mobile",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194600","Jewali","543074","Udapur",110,60,50,27,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","<50% habitation covered","No",0,false,27,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194641","Sondabhi","543029","Kawtha (Van)",300,200,100,42,false,">10 kms",false,"No",false,false,"Fully covered","No",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","No",0,false,40,false,false,"Available and updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194641","Sondabhi","543046","Kosambi",300,200,100,60,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","Not Covered","No",0,false,55,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194641","Sondabhi","543049","Titavi (Van)",150,80,70,26,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,25,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194641","Sondabhi","543053","Thar Bk (Van)",300,210,90,75,false,"1-2 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,70,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194575","Bitargaon Kd","542959","Karodi",1025,563,462,256,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"No","Not Covered","Mobile",0,false,135,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194575","Bitargaon Kd","542960","Bittargaon",4662,2459,2203,315,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No",">12 hrs",false,true,"No","Not Covered","Mobile",225,false,150,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194651","Tiwarang","542938","Tiwarang",1400,702,698,235,false,"5-10 kms",false,"No",false,false,"Partially covered","Auto",false,"No",">12 hrs",false,true,"No","Not Covered","Mobile",230,false,155,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4630","Umarkhed","194651","Tiwarang","543040","Satala (Van)",0,0,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4631","Wani","194691","Kumbharkhani","544029","Gondhala",50,30,20,5,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","No",0,false,2,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4633","Zari Jamni","194858","Bopapur","543856","Balapur",680,350,330,190,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","No",40,false,44,false,false,"Not Available",true,false,true,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4633","Zari Jamni","194858","Bopapur","543860","Bopapur",810,400,410,225,false,">10 kms",true,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","Both",125,false,36,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4633","Zari Jamni","194857","Bhendala","543885","Bhendala",1050,450,600,370,false,"5-10 kms",true,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","No",110,false,20,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","500","Yavatmal","4622","Ghatanji","194052","Waghartakali","543374","Gawar",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","1-4 hrs",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","470","Beed","4323","Beed","171267","Khadakighat, Bavi, Dahiwandi","559635","Dahiwandi",360,200,160,80,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","only one habitation is covered","No",0,false,25,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","470","Beed","4330","Shirur ( Ka )","171884","Jatnandur","559056","Jatnandur",2023,1019,1004,345,false,"5-10 kms",false,"No",true,true,"Not covered","No",false,"No","8-12 Hrs",false,true,"No","Not Covered","No",325,false,125,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","470","Beed","4330","Shirur ( Ka )","171884","Jatnandur","559057","Jedhewadi",809,408,401,172,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"No","Not Covered","Mobile",135,false,110,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4613","Malegaon","193338","Khair Kheda","530591","Pimpalwadi",689,370,319,152,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",97,false,0,false,false,"Not Available",true,true,true,true,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","492","Ratnagiri","4545","Mandangad","187978","Vesavi","564740","Kante",203,90,113,44,false,"5-10 kms",false,"No",false,true,"Fully covered","No",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",35,false,13,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","492","Ratnagiri","4545","Mandangad","187978","Vesavi","564741","Kengwal",160,61,99,55,false,">10 kms",false,"No",false,false,"Fully covered","Bus",false,"No","No",false,false,"No","100% habitations covered","No",50,false,24,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","476","Gondia","4385","Deori","175336","Gotabodi","538370","Dhobisarad",905,445,460,200,false,"2-5 kms",false,"No",false,false,"Not covered","Bus",false,"No","8-12 Hrs",true,false,"No","Not Covered","Mobile",15,false,25,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","1-2 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","476","Gondia","4385","Deori","175361","Piparkhari","538447","Pouni (Rithi)",3,2,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","4-8 Hrs",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","476","Gondia","4388","Sadak Arjuni","175555","Ghoti","538083","Khari Hamesh Rithi",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","472","Buldhana","4340","Chikhli","172573","Bharosa","529212","Ramnagar",340,188,152,175,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",0,false,35,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","No",false
"2020","27","Maharashtra","472","Buldhana","4342","Jalgaonjamod","172717","Dhanora","528193","Dautpur",115,65,50,43,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Both",3,false,33,false,false,"Not Available",false,false,true,false,false,false,"Outdoor",false,"No","5-10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","484","Nagpur","4452","Narkhed","180544","Sawargaon","534862","Sipikhapa",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","Bus",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"PHC","Not applicable",false,"5-10 kms","No",false
"2020","27","Maharashtra","484","Nagpur","4448","Katol","180252","Katalabodi","534979","Ghorpad",19,11,8,4,false,"5-10 kms",false,"No",false,true,"Not covered","No",false,"No",">12 hrs",true,false,"No","100% habitations covered","Mobile",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","484","Nagpur","4444","Bhivapur","180046","Pullar","536600","Bhowari",10,6,4,9,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",true,false,"No","50 to 100% habitations covered","No",1,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","484","Nagpur","4444","Bhivapur","180046","Pullar","536601","Hatimunda Rithi",12,6,6,12,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","4-8 Hrs",false,false,"No","100% habitations covered","Mobile",1,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","< 1 km",false,">10 kms","No",false
"2020","27","Maharashtra","484","Nagpur","4444","Bhivapur","180046","Pullar","536610","Mhashadongri",11,5,6,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","50 to 100% habitations covered","No",1,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","484","Nagpur","4444","Bhivapur","180046","Pullar","536611","Pimpalgaon Rithi",15,9,6,6,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",true,false,"No","50 to 100% habitations covered","No",1,false,5,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","484","Nagpur","4444","Bhivapur","180030","Mandva(L)","536515","Chargaon Mo.",360,185,175,83,false,">10 kms",true,"Yes",true,true,"Partially covered","Bus",false,"No","4-8 Hrs",false,false,"No","Not Covered","Mobile",0,false,23,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",true
